AnlagenschlÃ¼ssel;Ãœbertragungsnetzbetreiber;Netzbetreiber;Netzbetreiber Betriebsnummer;EnergietrÃ¤ger;Einspeisungsebene;Leistung;Leistungsgemessene Anlage;Zeitreihentyp;Regelbarkeit;Biomasse KWK-Anteil;Biomassetechnologie;Zeitpunkt der Inbetriebnahme;Zeitpunkt der Ausserbetriebnahme;Zeitpunkt des Netzzugangs;Zeitpunkt des Netzabgangs;BundeslandkÃ¼rzel;Ort;Ortsteil;PLZ;Strasse;Nummer;Flur;FlurstÃ¼ck
E40770010000010000000005450700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.4;nein;;;nein;null;24.11.2011;;;;SN;Leipzig;;04159;Hendelweg;18;;
E40770010000010000000005450700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.43;nein;;;nein;null;24.11.2011;;;;SN;Leipzig;;04159;Hendelweg;18;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000130973;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.1;nein;;nicht regelbar;nein;null;28.05.2008;;;;SN;Leipzig;Baalsdorf;04316;Zum Alten Wasserwerk;1;;
E41081010000000000000000000130973;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.08;nein;;nicht regelbar;nein;null;28.05.2008;;;;SN;Leipzig;Baalsdorf;04316;Zum Alten Wasserwerk;1;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005547500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;8.8;nein;;;nein;null;21.12.2011;;;;SN;Leipzig;;04357;Walter-Albrecht-Weg;139;;
E40770010000010000000005547500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;8.82;nein;;;nein;null;21.12.2011;;;;SN;Leipzig;;04357;Walter-Albrecht-Weg;139;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005576300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;8.3;nein;;;nein;null;23.12.2011;;;;SN;Leipzig;;04349;Otterstr.;33;;
E40770010000010000000005576300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;8.28;nein;;;nein;null;23.12.2011;;;;SN;Leipzig;;04349;Otterstr.;33;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000202910;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.6;nein;;70 % Begrenzung;nein;null;18.12.2012;;;;SN;Leipzig;Mölkau;04316;Engelsdorfer Str.;22;;
E41081010000000000000000000202910;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.57;nein;;70 % Begrenzung;nein;null;18.12.2012;;;;SN;Leipzig;Mölkau;04316;Engelsdorfer Str.;22;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000003118100001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.8;nein;;;nein;null;17.09.2008;;;;SN;Leipzig;;04289;Fontanestr.;10;;
E40770010000010000000003118100001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.76;nein;;;nein;null;17.09.2008;;;;SN;Leipzig;;04289;Fontanestr.;10;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000003174800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.7;nein;;;nein;null;09.10.2008;;;;SN;Leipzig;;04229;Hirzelstr.;7;;
E40770010000010000000003174800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.72;nein;;;nein;null;09.10.2008;;;;SN;Leipzig;;04229;Hirzelstr.;7;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000140961701980220000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.4;nein;;;nein;null;11.12.2002;;;;SN;Leipzig;;04277;Arno-Nitzsche-Str.;35;;
E40770010000140961701980220000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.41;nein;;;nein;null;11.12.2002;;;;SN;Leipzig;;04277;Arno-Nitzsche-Str.;35;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005095300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.0;nein;;;nein;null;20.05.2011;;;;SN;Leipzig;;04347;Bautzner Str.;25;;
E40770010000010000000005095300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.05;nein;;;nein;null;20.05.2011;;;;SN;Leipzig;;04347;Bautzner Str.;25;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000030225;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;1.9;nein;;nicht regelbar;nein;null;31.05.2006;;;;SN;Leipzig;Liebertwolkwitz;04288;Im Birkengrund;5;;
E41081010000000000000000000030225;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;1.92;nein;;nicht regelbar;nein;null;31.05.2006;;;;SN;Leipzig;Liebertwolkwitz;04288;Im Birkengrund;5;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000006447;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;4.8;nein;;nicht regelbar;nein;null;12.11.1993;;;;SN;Leipzig;Mölkau;04316;Malvenweg;16;;
E41081010000000000000000000006447;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;4.77;nein;;nicht regelbar;nein;null;12.11.1993;;;;SN;Leipzig;Mölkau;04316;Malvenweg;16;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000003866100001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.0;nein;;;nein;null;03.07.2009;;;;SN;Leipzig;;04157;Franz-Mehring-Str.;11;;
E40770010000010000000003866100001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.04;nein;;;nein;null;03.07.2009;;;;SN;Leipzig;;04157;Franz-Mehring-Str.;11;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005917500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;29.0;nein;;;nein;null;12.06.2012;;;;SN;Leipzig;;04315;Weidmannstr.;17;;
E40770010000010000000005917500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;29.89;nein;;;nein;null;12.06.2012;;;;SN;Leipzig;;04315;Weidmannstr.;17;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000154113;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.6;nein;;nicht regelbar;nein;null;11.05.2010;;;;SN;Leipzig;Wiederitzsch;04158;Gänseblümchenweg;45;;
E41081010000000000000000000154113;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.55;nein;;nicht regelbar;nein;null;11.05.2010;;;;SN;Leipzig;Wiederitzsch;04158;Gänseblümchenweg;45;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005110800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.3;nein;;;nein;null;07.06.2011;;;;SN;Leipzig;;04349;Jöhstädter;3;;
E40770010000010000000005110800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.28;nein;;;nein;null;07.06.2011;;;;SN;Leipzig;;04349;Jöhstädter;3;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000003377500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.4;nein;;;nein;null;29.12.2008;;;;SN;Leipzig;;04249;Seumestr.;52a;;
E40770010000010000000003377500001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;9.8;nein;;;nein;null;29.12.2008;;;;SN;Leipzig;;04249;Seumestr.;52a;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000006194900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;6.7;nein;;;nein;null;24.10.2012;;;;SN;Leipzig;;04349;Hainburger Weg;50;;
E40770010000010000000006194900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;6.72;nein;;;nein;null;24.10.2012;;;;SN;Leipzig;;04349;Hainburger Weg;50;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000002377200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.0;nein;;;nein;null;13.12.2007;;;;SN;Leipzig;;04155;Magdeburger Str.;11;;
E40770010000010000000002377200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.05;nein;;;nein;null;13.12.2007;;;;SN;Leipzig;;04155;Magdeburger Str.;11;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000178939;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;6.9;nein;;nicht regelbar;nein;null;19.10.2011;;;;SN;Leipzig;Lindenthal;04158;Lindenthaler Hauptstr.;26;;
E41081010000000000000000000178939;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;6.86;nein;;nicht regelbar;nein;null;19.10.2011;;;;SN;Leipzig;Lindenthal;04158;Lindenthaler Hauptstr.;26;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000003842700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;6.6;nein;;;nein;null;22.07.2009;;;;SN;Leipzig;;04349;Teschstr.;35;;
E40770010000010000000003842700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;6.55;nein;;;nein;null;22.07.2009;;;;SN;Leipzig;;04349;Teschstr.;35;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000002682100002;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.2;nein;;;nein;null;21.04.2009;;;;SN;Leipzig;;04177;Lützner Str.;27;;
E40770010000010000000002682100002;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.19;nein;;;nein;null;21.04.2009;;;;SN;Leipzig;;04177;Lützner Str.;27;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;Fehler;;;;;;;;;;;;;;;;;;;
E40770010000010000000004273600001;50Hertz;Netz Leipzig GmbH;10001882;Wasser;NS;5.0;nein;;;nein;null;10.09.2009;;;;SN;Leipzig;;04279;Vollhardtstr.;16;;
E40770010000010000000004273600001;50Hertz;Netz Leipzig GmbH;10001882;Wasserkraft;NS;5;nein;;;nein;null;10.09.2009;;;;SN;Leipzig;;04279;Vollhardtstr.;16;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000004489900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;6.1;nein;;;nein;null;28.06.2010;;;;SN;Leipzig;;04159;Swiftstr.;19;;
E40770010000010000000004489900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;6.12;nein;;;nein;null;28.06.2010;;;;SN;Leipzig;;04159;Swiftstr.;19;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000004545200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;MS;1.000.0;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;29.06.2010;;;;SN;Leipzig;;04347;Wodanstr. Flst.;9,186;;
E40770010000010000000004545200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;MS;1000;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;29.06.2010;;;;SN;Leipzig;;04347;Wodanstr. Flst.;9,186;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000183286;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;3.9;nein;;nicht regelbar;nein;null;08.12.2011;;;;SN;Leipzig;Wiederitzsch;04158;Kerbelweg;7;;
E41081010000000000000000000183286;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;3.92;nein;;nicht regelbar;nein;null;08.12.2011;;;;SN;Leipzig;Wiederitzsch;04158;Kerbelweg;7;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000200706;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.8;nein;;70 % Begrenzung;nein;null;30.10.2012;;;;SN;Leipzig;Böhlitz-Ehrenberg;04178;Zur Ziegelei;7;;
E41081010000000000000000000200706;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.77;nein;;70 % Begrenzung;nein;null;30.10.2012;;;;SN;Leipzig;Böhlitz-Ehrenberg;04178;Zur Ziegelei;7;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000201879;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;19.7;nein;;70 % Begrenzung;nein;null;20.12.2012;;;;SN;Leipzig;Miltitz;04205;Miltitzer Dorfstr.;7;;
E41081010000000000000000000201879;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;19.66;nein;;70 % Begrenzung;nein;null;20.12.2012;;;;SN;Leipzig;Miltitz;04205;Miltitzer Dorfstr.;7;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000146806;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.0;nein;;nicht regelbar;nein;null;22.12.2009;;;;SN;Leipzig;Lindenthal;04158;Verlängerte Wilhelmstr.;30;;
E41081010000000000000000000146806;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;4.95;nein;;nicht regelbar;nein;null;22.12.2009;;;;SN;Leipzig;Lindenthal;04158;Verlängerte Wilhelmstr.;30;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000166544;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;MS;2.595.0;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;27.11.2012;;;;SN;Leipzig;Holzhausen;04288;Händelstr.;14;;
E41081010000000000000000000166544;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;MS;2595;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;27.11.2012;;;;SN;Leipzig;Holzhausen;04288;Händelstr.;14;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000125861;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.3;nein;;nicht regelbar;nein;null;13.05.2008;;;;SN;Leipzig;Liebertwolkwitz;04288;Walter-Rathenau-Str.;11;;
E41081010000000000000000000125861;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.27;nein;;nicht regelbar;nein;null;13.05.2008;;;;SN;Leipzig;Liebertwolkwitz;04288;Walter-Rathenau-Str.;11;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000125833;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.0;nein;;nicht regelbar;nein;null;30.04.2008;;;;SN;Leipzig;Mölkau;04316;Sophie-Scholl-Str.;1;;
E41081010000000000000000000125833;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.03;nein;;nicht regelbar;nein;null;30.04.2008;;;;SN;Leipzig;Mölkau;04316;Sophie-Scholl-Str.;1;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005091200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.3;nein;;;nein;null;26.05.2011;;;;SN;Leipzig;;04249;Zur alten Bäckerei;12;;
E40770010000010000000005091200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.26;nein;;;nein;null;26.05.2011;;;;SN;Leipzig;;04249;Zur alten Bäckerei;12;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005307200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.9;nein;;;nein;null;05.07.2011;;;;SN;Leipzig;;04207;Bamberger Str.;34;;
E40770010000010000000005307200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.89;nein;;;nein;null;05.07.2011;;;;SN;Leipzig;;04207;Bamberger Str.;34;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000172998;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.8;nein;;nicht regelbar;nein;null;27.06.2011;;;;SN;Leipzig;Seehausen;04356;Residenzstr.;37;;
E41081010000000000000000000172998;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.75;nein;;nicht regelbar;nein;null;27.06.2011;;;;SN;Leipzig;Seehausen;04356;Residenzstr.;37;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005113100001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.2;nein;;;nein;null;16.06.2011;;;;SN;Leipzig;;04347;Wuttkestr.;14;;
E40770010000010000000005113100001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.22;nein;;;nein;null;16.06.2011;;;;SN;Leipzig;;04347;Wuttkestr.;14;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005173400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;8.6;nein;;;nein;null;29.06.2011;;;;SN;Leipzig;;04249;Dieskaustr.;361;;
E40770010000010000000005173400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;8.64;nein;;;nein;null;29.06.2011;;;;SN;Leipzig;;04249;Dieskaustr.;361;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000030587;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;0.9;nein;;nicht regelbar;nein;null;21.08.2006;;;;SN;Leipzig;Liebertwolkwitz;04288;Störmthaler Str.;28;;
E41081010000000000000000000030587;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;0.89;nein;;nicht regelbar;nein;null;21.08.2006;;;;SN;Leipzig;Liebertwolkwitz;04288;Störmthaler Str.;28;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000006054400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.2;nein;;;nein;null;22.10.2012;;;;SN;Leipzig;;04249;Dieskaustr.;348;;
E40770010000010000000006054400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.16;nein;;;nein;null;22.10.2012;;;;SN;Leipzig;;04249;Dieskaustr.;348;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000001916600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.8;nein;;;nein;null;18.04.2007;;;;SN;Leipzig;;04349;Tauchaer Str.;84;;
E40770010000010000000001916600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.75;nein;;;nein;null;18.04.2007;;;;SN;Leipzig;;04349;Tauchaer Str.;84;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000001603600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;1.0;nein;;;nein;null;02.12.2005;;;;SN;Leipzig;;04249;Schwarzdornweg;21;;
E40770010000010000000001603600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;0.95;nein;;;nein;null;02.12.2005;;;;SN;Leipzig;;04249;Schwarzdornweg;21;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000001845000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.2;nein;;;nein;null;28.12.2006;;;;SN;Leipzig;;04205;Trusetaler Weg;7;;
E40770010000010000000001845000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.16;nein;;;nein;null;28.12.2006;;;;SN;Leipzig;;04205;Trusetaler Weg;7;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000001162400002;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.4;nein;;;nein;null;23.12.2005;;;;SN;Leipzig;;04159;Swiftstr.;7b;;
E40770010000010000000001162400002;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.375;nein;;;nein;null;23.12.2005;;;;SN;Leipzig;;04159;Swiftstr.;7b;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000004536200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.2;nein;;;nein;null;30.06.2010;;;;SN;Leipzig;;04277;Windscheidstr.;41a;;
E40770010000010000000004536200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.25;nein;;;nein;null;30.06.2010;;;;SN;Leipzig;;04277;Windscheidstr.;41a;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000178822;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;3.1;nein;;nicht regelbar;nein;null;04.10.2011;;;;SN;Leipzig;Lindenthal;04158;Müllerring;5;;
E41081010000000000000000000178822;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;3.08;nein;;nicht regelbar;nein;null;04.10.2011;;;;SN;Leipzig;Lindenthal;04158;Müllerring;5;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;Fehler;;;;;;;;;;;;;;;;;;;
E41081010000000000000000000009928;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Wind;MS;850.0;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;02.08.2006;;;;SN;Leipzig;Großzschocher;04249;Raiffeisenstr.;999;;
E41081010000000000000000000009928;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Windenergie;MS;850;ja;;regelbar nach § 6 Abs. 1 EEG;nein;null;02.08.2006;;;;SN;Leipzig;Großzschocher;04249;Raiffeisenstr.;999;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000001501200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.8;nein;;;nein;null;20.07.2006;;;;SN;Leipzig;;04207;Rapsweg;163;;
E40770010000010000000001501200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.85;nein;;;nein;null;20.07.2006;;;;SN;Leipzig;;04207;Rapsweg;163;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000005373300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;29.6;nein;;;nein;null;18.10.2011;;;;SN;Leipzig;;04179;Lützner Str.;175;;
E40770010000010000000005373300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;29.61;nein;;;nein;null;18.10.2011;;;;SN;Leipzig;;04179;Lützner Str.;175;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000004174000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.9;nein;;;nein;null;16.11.2009;;;;SN;Leipzig;;04349;Pappelblick;20;;
E40770010000010000000004174000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;2.92;nein;;;nein;null;16.11.2009;;;;SN;Leipzig;;04349;Pappelblick;20;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000001955900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.2;nein;;;nein;null;24.04.2007;;;;SN;Leipzig;;04289;Logauweg;2a;;
E40770010000010000000001955900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.15;nein;;;nein;null;24.04.2007;;;;SN;Leipzig;;04289;Logauweg;2a;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000125867;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.8;nein;;nicht regelbar;nein;null;13.05.2008;;;;SN;Leipzig;Liebertwolkwitz;04288;Walter-Rathenau-Str.;12;;
E41081010000000000000000000125867;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;5.78;nein;;nicht regelbar;nein;null;13.05.2008;;;;SN;Leipzig;Liebertwolkwitz;04288;Walter-Rathenau-Str.;12;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E40770010000010000000001395000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.2;nein;;;nein;null;06.04.2006;;;;SN;Leipzig;;04357;Turgenjewstr.;4;;
E40770010000010000000001395000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.25;nein;;;nein;null;06.04.2006;;;;SN;Leipzig;;04357;Turgenjewstr.;4;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Fehler;;;;;;;;;;;;;;;;;
E41081010000000000000000000030166;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;1.6;nein;;nicht regelbar;nein;null;12.05.2006;;;;SN;Leipzig;Engelsdorf;04319;Gartenstr.;9;;
E41081010000000000000000000030166;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;1.55;nein;;nicht regelbar;nein;null;12.05.2006;;;;SN;Leipzig;Engelsdorf;04319;Gartenstr.;9;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;Fehler;;Fehler;;;;;;;;;;;;;;;;;
