Anlagenschlüssel;Übertragungsnetzbetreiber;Netzbetreiber;Netzbetreiber Betriebsnummer;Energieträger;Einspeisungsebene;Leistung;Leistungsgemessene Anlage;Zeitreihentyp;Regelbarkeit;Biomasse KWK-Anteil;Biomassetechnologie;Zeitpunkt der Inbetriebnahme;Zeitpunkt der Ausserbetriebnahme;Zeitpunkt des Netzzugangs;Zeitpunkt des Netzabgangs;Bundeslandkürzel;Ort;Ortsteil;PLZ;Strasse;Nummer;Flur;Flurstück;Quelle
E41081010000000000000000000189056;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;18.4;nein;SOP;regelbar nach § 6 Abs. 2 EEG;nein;null;08.03.2012;;;;SN;Leipzig;Hartmannsdorf-Knautnaundorf;04249;Rehbacher Anger;21;;;eeg-kwk.net
E40770010000010000000001471900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;3.63;nein;;;nein;null;28.12.2005;;;;SN;Leipzig;;04207;Lausner Weg;51;;;eeg-kwk.net
E41081010000000000000000000011791;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.1;nein;SOP;nicht regelbar;nein;null;01.02.2005;;;;SN;Leipzig;Baalsdorf;04316;Gottfried-Jähnichen-Weg;49;;;eeg-kwk.net
E41081010000000000000000000126227;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;3.9;nein;SOP;nicht regelbar;nein;null;30.04.2008;;;;SN;Leipzig;Wiederitzsch;04158;Mohnweg;10;;;eeg-kwk.net
E41081010000000000000000000130318;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;6.5;nein;SOP;nicht regelbar;nein;null;21.11.2008;;;;SN;Leipzig;Althen-Kleinpösna;04319;Althener Anger;5;;;eeg-kwk.net
E41081010000000000000000000164834;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;57.5;ja;SOL;regelbar nach § 6 Abs. 2 EEG;nein;null;10.02.2011;;;;SN;Leipzig;Seehausen;04356;Bergweg;5;;;eeg-kwk.net
E40770010000010000000005457700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;5.59;nein;;;nein;null;29.12.2011;;;;SN;Leipzig;;04329;Sommerfelder Weg;110;;;eeg-kwk.net
E40770010000010000000005664200001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;10.32;nein;;regelbar nach § 6 Abs. 2 EEG;nein;null;28.03.2012;;;;SN;Leipzig;;04229;Creuziger Str.;11;;;eeg-kwk.net
E41081010000000000000000000014481;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;2.6;nein;SOP;nicht regelbar;nein;null;22.07.2005;;;;SN;Leipzig;Lindenthal;04158;Äußere Raustr.;20;;;eeg-kwk.net
E41081010000000000000000000126646;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;4.14;nein;SOP;nicht regelbar;nein;null;26.05.2008;;;;SN;Leipzig;Böhlitz-Ehrenberg;04178;Am Gundorfer Teich;17;;;eeg-kwk.net
E41081010000000000000000000134776;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;MS;30.48;ja;SOL;regelbar nach § 6 Abs. 2 EEG;nein;null;19.12.2008;;;;SN;Leipzig;Böhlitz-Ehrenberg;04178;Lützschenaer Str.;100;;;eeg-kwk.net
E41081010000000000000000000137982;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;4.6;nein;SOP;nicht regelbar;nein;null;02.06.2009;;;;SN;Leipzig;Holzhausen;04288;Zuckelhausener Ring;6;;;eeg-kwk.net
E40770010000010000000005517000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;9.12;nein;;;nein;null;23.12.2011;;;;SN;Leipzig;;04249;Anton-Zickmantel-Str.;20;;;eeg-kwk.net
E40770010000010000000005516700002;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;9.12;nein;;;nein;null;21.12.2011;;;;SN;Leipzig;;04179;Gustav-Esche-Str.;1;;;eeg-kwk.net
E40770010000010000000005436400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;9.66;nein;;;nein;null;16.12.2011;;;;SN;Leipzig;;04229;Windorfer Str.;106;;;eeg-kwk.net
E41081010000000000000000000030252;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;13.5;nein;SOP;nicht regelbar;nein;null;31.05.2006;;;;SN;Leipzig;Lindenthal;04158;Weststr.;12;;;eeg-kwk.net
E41081010000000000000000000129307;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;4.6;nein;SOP;nicht regelbar;nein;null;09.09.2008;;;;SN;Leipzig;Burghausen-Rückmarsdorf;04178;Eschenweg;24;;;eeg-kwk.net
E40770010000010000000002663800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;0.75;nein;;;nein;null;03.06.2004;;;;SN;Leipzig;;04105;Pfaffendorfer Str.;2;;;eeg-kwk.net
E41081010000000000000000000135850;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;6.6;nein;SOP;nicht regelbar;nein;null;20.03.2009;;;;SN;Leipzig;Lützschena-Stahmeln;04159;Freirodaer Weg;34;;;eeg-kwk.net
E40770010000010000000006065300001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;11.18;nein;;;nein;null;30.10.2012;;;;SN;Leipzig;;04107;Braustr.;24;;;eeg-kwk.net
E41081010000000000000000000163493;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;8.28;nein;SOP;nicht regelbar;nein;null;08.11.2010;;;;SN;Leipzig;Engelsdorf;04319;Adolf-Damaschke-Str.;5;;;eeg-kwk.net
E41081010000000000000000000191568;50Hertz;Mitteldeutsche Netzgesellschaft Strom mbH;10001645;Solar;NS;10.34;nein;SOP;regelbar nach § 6 Abs. 2 EEG;nein;null;20.03.2012;;;;SN;Leipzig;Wiederitzsch;04158;Stentzlerstr.;81;;;eeg-kwk.net
