Anlagenschlüssel;Übertragungsnetzbetreiber;Netzbetreiber;Netzbetreiber Betriebsnummer;Energieträger;Einspeisungsebene;Leistung;Leistungsgemessene Anlage;Zeitreihentyp;Regelbarkeit;Biomasse KWK-Anteil;Biomassetechnologie;Zeitpunkt der Inbetriebnahme;Zeitpunkt der Ausserbetriebnahme;Zeitpunkt des Netzzugangs;Zeitpunkt des Netzabgangs;Bundeslandkürzel;Ort;Ortsteil;PLZ;Strasse;Nummer;Flur;Flurstück;Quelle
E40770010000010000000005997900001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.5;nein;;;;;30.07.2012;;;;SN;Leipzig;;04357;Lermontowstr.;36;;;eeg-kwk.net
E40770010000010000000005997900001;50Hertz;Netz Leipzig GmbH;;Solar;NS;4500;;;;;;09.08.2012;;;;SN;Leipzig;;04357;Lermontowstr.;36;;;NetzLeipzig.pdf
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Fehler;;;;;;;;;;;;
E40770010000010000000005972800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.6;nein;;;nein;null;13.09.2012;;;;SN;Leipzig;;04289;Schwarzenbergweg;6;;;50hertz.com
E40770010000010000000005972800001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.6;nein;;;;;14.09.2012;;;;SN;Leipzig;;04289;Schwarzenbergweg;6;;;eeg-kwk.net
E40770010000010000000005972800001;50Hertz;Netz Leipzig GmbH;;Solar;NS;4600;;;;;;14.09.2012;;;;SN;Leipzig;;04289;Schwarzenbergweg;6;;;NetzLeipzig.pdf
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Fehler;;;;;;;;;;;;
E40770010000010000000005911700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;8.0;nein;;;nein;null;20.07.2012;;;;SN;Leipzig;;04347;Taubestr.;54;;;50hertz.com
E40770010000010000000005911700001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;8;nein;;;;;30.04.2012;;;;SN;Leipzig;;04347;Taubestr.;54;;;eeg-kwk.net
E40770010000010000000005911700001;50Hertz;Netz Leipzig GmbH;;Solar;NS;8000;;;;;;30.04.2012;;;;SN;Leipzig;;04347;Taubestr.;54;;;NetzLeipzig.pdf
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Fehler;;;;;;;;;;;;
E40770010000010000000006129400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7.0;nein;;;nein;null;23.11.2012;;;;SN;Leipzig;;04349;Hainburger Weg;43;;;50hertz.com
E40770010000010000000006129400001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;7;nein;;;;;30.10.2012;;;;SN;Leipzig;;04349;Hainburger Weg;43;;;eeg-kwk.net
E40770010000010000000006129400001;50Hertz;Netz Leipzig GmbH;;Solar;NS;7000;;;;;;30.10.2012;;;;SN;Leipzig;;04349;Hainburger Weg;43;;;NetzLeipzig.pdf
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Fehler;;;;;;;;;;;;
E40770010000010000000005792000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.6;nein;;70 % Begrenzung;nein;null;21.12.2011;;;;SN;Leipzig;;04159;Georg-Schumann-Str.;317;;;50hertz.com
E40770010000010000000005792000001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;4.6;nein;;70 % Begrenzung;;;20.03.2012;;;;SN;Leipzig;;04159;Georg-Schumann-Str.;317;;;eeg-kwk.net
E40770010000010000000005792000001;50Hertz;Netz Leipzig GmbH;;Solar;NS;4600;;;;;;20.03.2012;;;;SN;Leipzig;;04159;Georg-Schumann-Str.;317;;;NetzLeipzig.pdf
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Fehler;;;;;;;;;;;;
E40770010000010000000005727600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;10.0;nein;;regelbar nach § 6 Abs. 2 EEG;nein;null;23.03.2012;;;;SN;Leipzig;;04357;Herzenstr.;74;;;50hertz.com
E40770010000010000000005727600001;50Hertz;Netz Leipzig GmbH;10001882;Solar;NS;10;nein;;regelbar nach § 6 Abs. 2 EEG;;;04.04.2012;;;;SN;Leipzig;;04357;Herzenstr.;74;;;eeg-kwk.net
E40770010000010000000005727600001;50Hertz;Netz Leipzig GmbH;;Solar;NS;10000;;;;;;04.04.2012;;;;SN;Leipzig;;04357;Herzenstr.;74;;;NetzLeipzig.pdf
